Listing_ID;Layout;Condition;Floor_Space;Price;Fees;Refundable_security_deposit;Town;Metropolitan_district;Street;Ownership_Type;Building_Type;PENB;Furnishing_and_Fittings;Floor;Balcony;Terrace;Cellar;Loggia;Parking;Lift;Garage;New_building;Available_from;Heating;Total_number_of_floors;Renovation;Design;Age
693557;Studio;Good;24 m²;CZK 4,100;;CZK 8,200;Havířov-město;Moravskoslezský Region;Dělnická;Personal;Brick building;E;;2;No;No;Yes;No;Yes;No;No;;;;;;;;CZK 6,000
172175;1 bedroom with open-plan kitchen;;55 m²;CZK 12,000;CZK 2,000;CZK 24,000;Roztoky;Žalov;Přemyslovská;Personal;Brick building;;Furnished;3;Yes;No;No;No;No;No;No;;01. 12. 2021;;;;;
348163;1 bedroom with open-plan kitchen;;45 m²;CZK 9,300;CZK 1,700;CZK 11,000;Ořech;Středočeský Region;Slivenecká;Personal;Brick building;;Partially furnished;;No;No;No;No;No;No;No;;;;;;;
464320;Studio;;25 m²;CZK 8,000;CZK 4,500;CZK 16,000;Prague;Braník;Na Vinohradu;Personal;Brick building;;Furnished;1;No;No;No;No;No;No;No;;22. 11. 2021;;;;;
680099;1 bedroom with open-plan kitchen;;;CZK 29,925;CZK 9,975;;Prague;Žižkov;Pitterova;;;;Furnished;7;No;No;No;No;No;Yes;Yes;;28. 11. 2021;;;;;
690506;1 bedroom;;35 m²;CZK 54,188;CZK 18,062;;Prague;Nové Město;Vodičkova;;;;Furnished;4;No;No;No;No;No;No;No;;01. 01. 2022;;;;;
690506;1 bedroom;;35 m²;CZK 54,188;CZK 18,062;;Prague;Nové Město;Vodičkova;;;;Furnished;4;No;No;No;No;No;No;No;;01. 01. 2022;;;;;
680093;2 bedroom;;62 m²;CZK 32,400;CZK 10,800;;Prague;Staré Město;U Obecního dvora;;;;Furnished;2;No;No;No;No;No;Yes;No;;28. 11. 2021;;;;;
688191;3 bedroom;;78 m²;CZK 22,500;CZK 7,500;;Prague;Háje;Mnichovická;;;;Furnished;11;No;No;No;No;No;Yes;No;;13. 12. 2021;;;;;
680072;Studio;;30 m²;CZK 26,250;CZK 8,750;;Prague;Nové Město;Štěpánská;;;;Furnished;7;No;No;No;No;No;Yes;Yes;;28. 11. 2021;;;;;
690501;1 bedroom with open-plan kitchen;;72 m²;CZK 14,981;CZK 4,994;;Prague;Prosek;Na Pokraji;;;;Furnished;1;No;No;No;No;No;Yes;No;;01. 01. 2022;;;;;
679998;1 bedroom;;46 m²;CZK 37,500;CZK 12,500;;Prague;Karlín;Lyčkovo náměstí;;;;Furnished;3;No;No;No;No;No;Yes;No;;28. 11. 2021;;;;;
679997;2 bedroom;;65 m²;CZK 37,500;CZK 12,500;;Prague;Vinohrady;Uruguayská;;;;Furnished;4;No;No;No;No;No;Yes;No;;28. 11. 2021;;;;;
679995;1 bedroom;;43 m²;CZK 28,500;CZK 9,500;;Prague;Smíchov;Strakonická;;;;Furnished;7;No;No;No;No;No;Yes;No;;28. 11. 2021;;;;;
693553;1 bedroom with open-plan kitchen;Excellent;49 m²;CZK 9,000;CZK 3,500;CZK 9,000;Jihlava;Vysočina Region;Za Prachárnou;Cooperative;Prefab concrete building;G;Partially furnished;4;No;Yes;Yes;No;No;Yes;No;;01. 12. 2021;;;;;
693552;Studio;Excellent;35 m²;CZK 10,000;CZK 3,000;;Prague;Záběhlice;Mikanova;Personal;Brick building;C;Furnished;2;Yes;No;No;No;Yes;Yes;No;;01. 01. 2022;;;;;
690503;1 bedroom with open-plan kitchen;;40 m²;CZK 26,400;CZK 8,800;;Prague;Vinohrady;Vinohradská;;;;Furnished;7;No;No;No;No;No;Yes;No;;01. 01. 2022;;;;;
679970;Studio;;35 m²;CZK 24,225;CZK 8,075;;Prague;Malá Strana;Míšeňská;;;;Furnished;2;No;No;No;No;No;No;No;;12. 12. 2021;;;;;
693244;1 bedroom with open-plan kitchen;;52 m²;CZK 16,590;CZK 3,590;CZK 20,000;Prague;Malešice;Limuzská;Personal;Prefab concrete building;G;;2;Yes;No;Yes;No;No;Yes;No;Yes;;;;;;
545893;1 bedroom with open-plan kitchen;;55 m²;CZK 15,500;CZK 3,596;CZK 30,000;Košíře;;Prague;Personal;Brick building;C;Furnished;2;Yes;No;No;No;Yes;No;No;Yes;01. 12. 2021;;;;;1 to 10 years years
688790;Studio;;55 m²;CZK 33,750;CZK 11,250;;Město Brno;Jihomoravský Region;Kobližná;;;;Furnished;3;No;No;No;No;No;Yes;No;;23. 12. 2021;;;;;
690184;1 bedroom with open-plan kitchen;;;CZK 60,000;CZK 20,000;;Prague;Nové Město;Ječná;;;;Furnished;3;No;No;No;No;No;No;No;;01. 01. 2022;;;;;
680045;1 bedroom;;57 m²;CZK 32,250;CZK 10,750;;Prague;Vinohrady;Mánesova;;;;Furnished;5;No;No;No;No;No;Yes;No;;28. 11. 2021;;;;;
689498;2 bedroom;;90 m²;CZK 27,495;CZK 9,165;;Prague;Vinohrady;Blanická;;;;Furnished;4;No;No;No;No;No;Yes;No;;04. 01. 2022;;;;;
690487;1 bedroom;;29 m²;CZK 15,334;CZK 5,111;;Prague;Staré Město;Karoliny Světlé;;;;Furnished;2;No;No;No;No;No;No;No;;01. 01. 2022;;;;;
690881;Studio;;30 m²;CZK 14,216;CZK 4,739;;Prague;Nusle;Na Bučance;;;;Furnished;2;No;No;No;No;No;Yes;No;;03. 01. 2022;;;;;
684890;Studio;;46 m²;CZK 37,500;CZK 12,500;;Prague;Staré Město;Masná;;;;Furnished;3;No;No;No;No;No;Yes;No;;11. 12. 2021;;;;;
679916;Studio;;50 m²;CZK 22,500;CZK 7,500;;Český Krumlov;Jihočeský Region;Horní;;;;Furnished;2;No;No;No;No;No;No;No;;28. 11. 2021;;;;;
690513;1 bedroom with open-plan kitchen;;47 m²;CZK 16,125;CZK 5,375;;Brno;Líšeň;Molákova;;;;Furnished;7;No;No;No;No;No;Yes;No;;01. 01. 2022;;;;;
690498;3 bedroom with open-plan kitchen;;85 m²;CZK 23,441;CZK 7,814;;Prague;Malešice;Niederleho;;;;Furnished;2;Yes;No;No;No;No;No;No;;01. 01. 2022;;;;;
687869;Studio;;46 m²;CZK 15,525;CZK 5,175;;Prague;Libeň;Českomoravská;;;;Furnished;4;Yes;No;No;No;No;Yes;No;;11. 12. 2021;;;;;
680038;2 bedroom with open-plan kitchen;;65 m²;CZK 22,838;CZK 7,612;;Prague;Košíře;Pod Školou;;;;Furnished;2;No;No;No;No;No;Yes;No;;28. 11. 2021;;;;;
691037;3 bedroom with open-plan kitchen;;112 m²;CZK 41,625;CZK 13,875;;Prague;Nové Město;Ostrovní;;;;Furnished;4;No;Yes;No;No;No;Yes;No;;04. 01. 2022;;;;;
680004;1 bedroom with open-plan kitchen;;50 m²;CZK 47,250;CZK 15,750;;Prague;Nové Město;Soukenická;;;;Furnished;4;Yes;No;No;No;No;Yes;Yes;;28. 11. 2021;;;;;
679932;1 bedroom with open-plan kitchen;;55 m²;CZK 15,000;CZK 5,000;;Plzeň;Plzeňský Region;Budilova;;;;Furnished;4;No;No;No;No;No;No;No;;28. 11. 2021;;;;;
691217;1 bedroom with open-plan kitchen;;;CZK 11,756;CZK 3,919;;Teplice;Ústecký Region;Ruská;;;;Furnished;2;No;No;No;No;No;No;No;;06. 01. 2022;;;;;
680075;1 bedroom with open-plan kitchen;;40 m²;CZK 37,500;CZK 12,500;;Prague;Chodov;Hněvkovská;;;;Furnished;-1;No;Yes;No;No;No;No;No;;28. 11. 2021;;;;;
690877;4 bedroom;;102 m²;CZK 35,063;CZK 11,687;;Prague;Smíchov;Xaveriova;;;;Furnished;2;Yes;No;No;No;No;No;No;;03. 01. 2022;;;;;
691357;3 bedroom;;116 m²;CZK 20,973;CZK 6,991;;Prague;Strašnice;Za Poštou;;;;Furnished;4;No;No;No;No;No;No;No;;07. 01. 2022;;;;;
679933;2 bedroom with open-plan kitchen;;72 m²;CZK 18,750;CZK 6,250;;Plzeň;Plzeňský Region;U Ježíška;;;;Furnished;2;No;No;No;No;No;Yes;No;;28. 11. 2021;;;;;
679931;1 bedroom;;55 m²;CZK 15,000;CZK 5,000;;Plzeň;Plzeňský Region;Budilova;;;;Furnished;3;No;No;No;No;No;No;No;;28. 11. 2021;;;;;
679918;Studio;;50 m²;CZK 22,500;CZK 7,500;;Český Krumlov;Jihočeský Region;Horní;;;;Furnished;3;No;No;No;No;No;No;No;;28. 11. 2021;;;;;
692734;Studio;;23 m²;CZK 8,250;CZK 2,750;;Brno;Královo Pole;Skácelova;;;;Furnished;1;No;No;No;No;No;No;No;;17. 01. 2022;;;;;
692731;2 bedroom;;60 m²;CZK 20,250;CZK 6,750;;Prague;Holešovice;Františka Křížka;;;;Furnished;3;No;No;No;No;No;Yes;No;;17. 01. 2022;;;;;
691218;1 bedroom with open-plan kitchen;;65 m²;CZK 11,250;CZK 3,750;;Teplice;Ústecký Region;Ruská;;;;Furnished;4;Yes;No;No;No;No;No;No;;06. 01. 2022;;;;;
679917;Studio;;50 m²;CZK 22,500;CZK 7,500;;Český Krumlov;Jihočeský Region;Horní;;;;Furnished;3;No;No;No;No;No;No;No;;28. 11. 2021;;;;;
685115;1 bedroom with open-plan kitchen;New build;50 m²;CZK 22,000;CZK 5,200;CZK 27,200;Prague;Nové Město;Horská;Personal;Brick building;B;Furnished;4;No;No;No;Yes;Yes;Yes;Yes;;01. 12. 2021;;;;;
609881;3 bedroom;Excellent;80 m²;CZK 20,000;CZK 3,700;CZK 40,000;Prague;Nové Město;Vojtěšská;Personal;Brick building;E;Furnished;5;No;No;No;No;No;Yes;No;;19. 11. 2021;;Top floor;Interior;;
685106;Studio;New build;33 m²;CZK 16,500;CZK 3,800;CZK 20,300;Prague;Nové Město;Horská;Personal;Brick building;B;Furnished;5;Yes;No;No;No;No;No;No;;01. 12. 2021;;;;;
682562;Studio;;25 m²;CZK 13,200;CZK 4,400;;Brno;Trnitá;Křenová;;;;Furnished;2;No;No;No;No;No;No;Yes;;02. 01. 2022;;;;;
693212;Studio;;20 m²;CZK 14,250;CZK 4,750;;Brno;Pisárky;Pisárecká;;;;Furnished;4;No;No;No;No;No;Yes;No;;12. 12. 2021;;;;;
534400;1 bedroom with open-plan kitchen;;35 m²;CZK 11,000;CZK 2,500;CZK 11,000;Litoměřice;Ústecký Region;Lidická;Personal;Brick building;;Partially furnished;1;No;No;No;No;No;No;No;;;;Middle floor;Overall;;
690171;1 bedroom with open-plan kitchen;Excellent;76 m²;CZK 19,000;CZK 3,000;CZK 22,500;Prague;Motol;Zahradníčkova;Personal;Brick building;E;Partially furnished;1;No;No;Yes;No;No;No;No;;15. 11. 2021;Electric boiler;Raised ground floor;Interior;Premium materials and solutions;1 to 10 years years;20 m²
688151;3 bedroom;;72 m²;CZK 12,600;CZK 4,200;;Karlovy Vary;Karlovarský Region;Ivana Petroviče Pavlova;;;;Furnished;3;No;No;No;No;No;No;No;;28. 11. 2021;;;;;
679919;1 bedroom with open-plan kitchen;;55 m²;CZK 22,500;CZK 7,500;;Český Krumlov;Jihočeský Region;Široká;;;;Furnished;2;No;No;No;No;No;No;No;;28. 11. 2021;;;;;
679915;1 bedroom with open-plan kitchen;;60 m²;CZK 22,500;CZK 7,500;;Český Krumlov;Jihočeský Region;Horní;;;;Furnished;2;No;No;No;No;No;No;No;;28. 11. 2021;;;;;
686931;2 bedroom with open-plan kitchen;;48 m²;CZK 14,963;CZK 4,987;;Šestajovice u Prahy;Středočeský Region;V Cestách;;;;Furnished;1;No;Yes;No;No;No;No;No;;01. 01. 2022;;;;;
693548;2 bedroom;In need of repair;49 m²;CZK 5,150;;CZK 10,300;Havířov;Šumbark;Anglická;Personal;Brick building;E;;1;No;No;No;No;Yes;No;No;;;;;;;;CZK 2,000
693547;2 bedroom;Good;52 m²;CZK 4,650;;CZK 9,300;Karviná-město;Moravskoslezský Region;nám. Budovatelů;Personal;Brick building;E;;4;No;No;No;No;Yes;No;No;;;;;;;
693546;1 bedroom;Good;40 m²;CZK 5,900;;CZK 11,800;Moravská Ostrava;Moravskoslezský Region;Gajdošova;Personal;Brick building;E;;3;No;No;Yes;No;Yes;No;No;;;;;;;;CZK 6,000
693545;2 bedroom;Good;54 m²;CZK 5,500;;CZK 11,000;Karviná-město;Moravskoslezský Region;nám. Budovatelů;Personal;Brick building;D;;2;No;No;No;No;Yes;No;No;;;;;;;
693544;2 bedroom;Good;54 m²;CZK 5,350;;CZK 10,700;Karviná-město;Moravskoslezský Region;nám. Budovatelů;Personal;Brick building;D;;1;No;No;No;No;Yes;No;No;;;;;;;
693543;2 bedroom;Good;54 m²;CZK 5,600;;CZK 11,200;Karviná-město;Moravskoslezský Region;nám. Budovatelů;Personal;Brick building;D;;1;No;No;No;No;Yes;No;No;;;;;;;
693542;2 bedroom;Excellent;56 m²;CZK 11,500;CZK 3,950;CZK 23,000;Liberec;Staré Pavlovice;Vlaštovčí;Personal;Brick building;A;Unfurnished;2;No;No;No;No;Yes;No;Yes;;01. 01. 2022;;;;;
692850;3 bedroom;Excellent;78 m²;CZK 11,500;CZK 2,000;CZK 20,000;Ústí nad Labem;Krásné Březno;Žežická;Personal;Prefab concrete building;G;Unfurnished;4;No;No;No;Yes;No;No;No;;18. 11. 2021;;;;;
693537;1 bedroom with open-plan kitchen;New build;44 m²;CZK 14,800;CZK 3,500;CZK 25,000;Prague;Stodůlky;Zvoncovitá;Personal;Prefab concrete building;G;Partially furnished;5;No;No;Yes;No;No;Yes;No;;23. 11. 2021;;;;;
692845;2 bedroom;Excellent;52 m²;CZK 16,000;CZK 3,000;CZK 16,000;Prague;Krč;V Štíhlách;Personal;Prefab concrete building;G;Furnished;1;No;No;No;Yes;No;No;No;;18. 11. 2021;;;;;
693535;2 bedroom;Good;55 m²;CZK 7,800;;CZK 15,600;Ostrava;Poruba;Čs. exilu;Personal;Brick building;E;;5;No;No;No;No;Yes;No;No;;;;;;;
679920;1 bedroom with open-plan kitchen;;55 m²;CZK 22,500;CZK 7,500;;Český Krumlov;Jihočeský Region;Široká;;;;Furnished;3;No;No;No;No;No;No;No;;28. 11. 2021;;;;;
693532;3 bedroom;Excellent;120 m²;CZK 24,000;CZK 4,500;CZK 20,000;Prague;Dejvice;Na Dionysce;Personal;Brick building;C;Partially furnished;1;Yes;No;No;Yes;No;No;No;;01. 12. 2021;;;;;
693533;2 bedroom;Excellent;65 m²;CZK 15,000;CZK 3,000;CZK 30,000;Staré Brno;Jihomoravský Region;Zahradnická;Personal;Brick building;C;Partially furnished;4;Yes;No;No;No;No;No;No;;01. 12. 2021;;;;;
693531;Studio;Excellent;40 m²;CZK 6,100;CZK 3,600;CZK 20,000;Ústí nad Labem;Bukov;Dukelských hrdinů;Personal;Brick building;G;Partially furnished;3;No;No;Yes;No;No;No;No;;01. 01. 1970;;;;;
693527;1 bedroom;Excellent;32 m²;CZK 10,500;CZK 2,500;CZK 20,000;Brno;Bystrc;Ondrouškova;Personal;Prefab concrete building;G;Partially furnished;8;No;No;Yes;Yes;No;Yes;No;;01. 12. 2021;District heating;Top floor;Bathroom unit;;
526223;1 bedroom with open-plan kitchen;Good;45 m²;CZK 6,500;CZK 2,500;CZK 15,000;Krupka;Bohosudov;Dlouhá;Personal;Brick building;G;Partially furnished;1;No;No;No;No;Yes;No;No;;01. 10. 2019;Gas boiler;;;Standard materials and solutions;
693526;1 bedroom with open-plan kitchen;New build;60 m²;CZK 12,000;CZK 2,300;CZK 24,000;Plzeň;Bolevec;U Velkého rybníka;Personal;Brick building;;Partially furnished;5;Yes;No;Yes;No;No;No;No;;01. 01. 2022;;;;;1 to 10 years years
693162;1 bedroom with open-plan kitchen;;40 m²;CZK 11,439;CZK 3,813;;Brno;Jundrov;Březová;;;;Furnished;1;No;No;No;No;No;No;No;;01. 12. 2021;;;;;
693001;1 bedroom with open-plan kitchen;;48 m²;CZK 18,806;CZK 6,269;;Prague;Nusle;U Družstva Ideál;;;;Furnished;5;Yes;Yes;No;No;No;No;No;;28. 11. 2021;;;;;
689738;Studio;;27 m²;CZK 17,100;CZK 5,700;;Prague;Vinohrady;Americká;;;;Furnished;4;No;No;No;No;No;Yes;No;;01. 01. 2022;;;;;
588115;2 bedroom;Excellent;59 m²;CZK 14,000;CZK 3,000;CZK 14,000;Prague;Kobylisy;Střekovská;Personal;Prefab concrete building;D;Partially furnished;13;Yes;No;No;No;No;Yes;No;;25. 11. 2021;District heating;;Bathroom unit;;
78559;1 bedroom;Excellent;33 m²;CZK 9,000;CZK 2,500;CZK 11,500;Prague;Hlubočepy;Na Zlíchově 13;Personal;Brick building;;Furnished;2;No;Yes;No;No;No;No;No;;24. 11. 2021;Other;Middle floor;Interior;Standard materials and solutions;
693524;1 bedroom with open-plan kitchen;Excellent;50 m²;CZK 15,000;CZK 2,500;CZK 30,000;Brandýs nad Labem-Stará Boleslav;Brandýs nad Labem;Fakultní;Personal;Brick building;B;Partially furnished;2;Yes;No;Yes;No;No;Yes;Yes;;24. 11. 2021;;;;;
280339;1 bedroom with open-plan kitchen;;46 m²;CZK 13,500;CZK 3,500;CZK 27,000;Prague;Žižkov;Biskupcova;Personal;Brick building;;Furnished;5;No;No;No;No;No;Yes;No;;01. 12. 2021;Other;Middle floor;;;
689768;2 bedroom;Excellent;54 m²;CZK 15,400;CZK 2,400;CZK 18,000;Prague;Vokovice;Angolská;Personal;Prefab concrete building;C;Partially furnished;3;No;No;No;Yes;No;Yes;No;;08. 11. 2021;;;;;
693521;1 bedroom;Good;35 m²;CZK 4,650;;CZK 9,300;Havířov;Šumbark;Klimšova;Personal;Brick building;F;;3;No;No;No;No;Yes;No;No;;;;;;;;CZK 2,000
693520;2 bedroom;Good;52 m²;CZK 8,000;;CZK 16,000;Ostrava;Poruba;Opavská;Personal;Prefab concrete building;D;;4;No;No;Yes;No;Yes;No;No;;;;;;;;CZK 6,000
693519;1 bedroom;Good;41 m²;CZK 6,750;;CZK 13,500;Havířov;Bludovice;Františka Hrubína;Personal;Prefab concrete building;C;;1;Yes;No;Yes;No;Yes;No;No;;;;;;;;CZK 3,000
192070;1 bedroom with open-plan kitchen;;57 m²;CZK 9,500;CZK 3,500;CZK 19,000;Liberec;Liberecký Region;Ruprechtická;Personal;Brick building;;Partially furnished;2;No;No;No;No;No;No;No;;01. 01. 2022;Gas boiler;;;;
693514;3 bedroom with open-plan kitchen;Excellent;114 m²;CZK 26,000;CZK 2,929;CZK 30,000;Mníšek pod Brdy;Středočeský Region;Ke Škole;Personal;Brick building;B;Partially furnished;4;No;Yes;Yes;No;No;Yes;No;;05. 01. 2022;;;;;
692179;2 bedroom with open-plan kitchen;;100 m²;CZK 30,000;CZK 10,000;;Prague;Holešovice;Osadní;;;;Furnished;5;Yes;No;No;No;No;No;No;;20. 12. 2021;;;;;
482904;1 bedroom;;34 m²;CZK 8,500;CZK 2,500;CZK 11,000;Olomouc;Neředín;Stiborova;Personal;Prefab concrete building;;Furnished;6;No;No;No;No;No;No;No;;;Central heating;;;;
692831;2 bedroom;Excellent;58 m²;CZK 14,900;CZK 3,000;CZK 29,800;Prague;Vokovice;Kladenská;Personal;Brick building;G;Partially furnished;3;Yes;No;Yes;No;No;No;No;;26. 11. 2021;;;;;
693512;1 bedroom;Excellent;40 m²;CZK 6,200;CZK 1,600;CZK 15,000;Výškovice u Ostravy;Moravskoslezský Region;Ostrava;Cooperative;Prefab concrete building;;;;No;No;No;No;No;No;No;;Ihned;;;;;
692181;1 bedroom with open-plan kitchen;Excellent;63 m²;CZK 13,500;CZK 2,000;CZK 13,500;Měchenice;Středočeský Region;Sloupecká;Personal;Brick building;G;Partially furnished;2;No;No;Yes;Yes;Yes;No;No;;01. 12. 2021;;;;;
334310;Studio;New build;33 m²;CZK 10,500;CZK 3,000;CZK 20,000;Prague;Letňany;Pavla Beneše;Personal;Low-energy building;C;Furnished;2;No;No;Yes;Yes;Yes;Yes;Yes;Yes;;District heating;Middle floor;;;1 to 10 years years
693119;1 bedroom;Excellent;28 m²;CZK 6,000;CZK 500;CZK 12,000;Ostrava;Poruba-sever;Aleše Hrdličky;Personal;Prefab concrete building;G;Partially furnished;3;No;No;No;No;No;No;No;;01. 12. 2021;;;Bathroom unit;;
658931;1 bedroom with open-plan kitchen;Excellent;57 m²;CZK 13,000;CZK 800;CZK 26,000;Prague;Vršovice;Novgorodská;Personal;Brick building;;Partially furnished;5;No;Yes;No;No;No;No;No;;01. 12. 2021;;;;;
693507;2 bedroom with open-plan kitchen;Good;60 m²;CZK 17,000;CZK 3,000;CZK 17,000;Prague;Prosek;Verneřická;Cooperative;Brick building;B;Unfurnished;1;No;No;No;Yes;No;No;No;;23. 11. 2021;;;;;
693501;1 bedroom with open-plan kitchen;Excellent;70 m²;CZK 9,500;CZK 4,000;CZK 30,000;Nové Město na Moravě;Vysočina Region;Masarykova;Personal;Prefab concrete building;C;Partially furnished;3;Yes;No;Yes;No;Yes;Yes;No;;23. 11. 2021;;;;;
656369;1 bedroom with open-plan kitchen;Excellent;47 m²;CZK 16,100;CZK 3,881;CZK 20,000;Prague;Stodůlky;K Zahrádkám;Personal;Prefab concrete building;C;Furnished;4;No;Yes;Yes;No;Yes;Yes;No;;01. 01. 2022;Central heating;Top floor;Overall;Premium materials and solutions;
693504;1 bedroom with open-plan kitchen;Excellent;56 m²;CZK 15,000;CZK 2,000;CZK 17,000;Prague;Holešovice;U Elektrárny;Personal;Brick building;E;Partially furnished;5;No;Yes;No;No;No;Yes;No;;23. 11. 2021;;;;;
552264;1 bedroom with open-plan kitchen;;51 m²;CZK 16,500;CZK 3,300;CZK 20,000;Prague;Nusle;Na Jezerce;Personal;Brick building;;Furnished;2;No;No;No;No;No;No;No;;01. 12. 2021;;;;;
688532;1 bedroom with open-plan kitchen;;100 m²;CZK 45,000;CZK 15,000;;Prague;Nové Město;Petrská;;;;Furnished;6;No;Yes;No;No;No;Yes;No;;28. 11. 2021;;;;;
689254;1 bedroom with open-plan kitchen;;46 m²;CZK 25,500;CZK 8,500;;Prague;Malá Strana;Míšeňská;;;;Furnished;2;No;No;No;No;No;No;No;;03. 12. 2021;;;;;
692810;Studio;Excellent;40 m²;CZK 20,000;;CZK 40,000;Prague;Nové Město;Štěpánská;Personal;Brick building;G;Partially furnished;1;No;No;No;No;No;No;No;;01. 12. 2021;;;;;
693193;Studio;Excellent;31 m²;CZK 9,900;CZK 2,600;CZK 12,500;Prague;Modřany;Rakovského;Personal;Prefab concrete building;G;Unfurnished;5;No;No;Yes;No;No;Yes;No;;22. 11. 2021;District heating;;;Standard materials and solutions;
692417;1 bedroom with open-plan kitchen;;35 m²;CZK 21,750;CZK 7,250;;Prague;Nové Město;Tyršova;;;;Furnished;4;No;No;No;No;No;Yes;No;;04. 01. 2022;;;;;
690760;1 bedroom with open-plan kitchen;Excellent;53 m²;CZK 12,000;CZK 2,500;CZK 29,000;Pardubice;Pardubičky;Pod Kopečkem;Personal;Brick building;G;Furnished;2;Yes;No;Yes;No;Yes;Yes;No;;01. 01. 2022;;;;;
692821;1 bedroom with open-plan kitchen;Excellent;73 m²;CZK 15,000;CZK 3,000;CZK 30,000;Prague;Vršovice;Na Královce;Personal;Brick building;G;Furnished;5;No;No;No;No;No;No;No;;01. 01. 2022;Gas boiler;Attic;Overall;Standard materials and solutions;1 to 10 years years
347104;2 bedroom;;60 m²;CZK 12,500;CZK 3,000;CZK 25,000;Poruba-sever;Moravskoslezský Region;Ostrava;Personal;Brick building;;Furnished;4;No;No;Yes;No;No;No;No;;;;;Overall;;
693486;1 bedroom;Excellent;37 m²;CZK 6,800;;CZK 13,600;Moravská Ostrava;Moravskoslezský Region;Josefa Brabce;Personal;Prefab concrete building;C;;3;Yes;No;Yes;No;Yes;No;No;;;;;;;;CZK 6,000
693485;2 bedroom;Good;47 m²;CZK 5,950;;CZK 11,900;Havířov-město;Moravskoslezský Region;Gustava Klimenta;Personal;Prefab concrete building;D;;4;No;No;Yes;No;Yes;No;No;;;;;;;;CZK 6,000
693484;2 bedroom;Good;55 m²;CZK 6,450;;CZK 12,900;Havířov-město;Moravskoslezský Region;Alšova;Personal;Brick building;E;;2;No;No;Yes;No;Yes;No;No;;;;;;;;CZK 6,000
693483;Studio;Good;19 m²;CZK 3,100;;CZK 6,200;Havířov-město;Moravskoslezský Region;Hlavní třída;Personal;Brick building;E;;5;No;No;No;No;Yes;No;No;;;;;;;;CZK 6,000
693482;2 bedroom with open-plan kitchen;Good;82 m²;CZK 8,300;;CZK 16,600;Havířov-město;Moravskoslezský Region;Jana Wericha;Personal;Brick building;E;;4;No;No;Yes;No;Yes;No;No;;;;;;;;CZK 6,000
693481;3 bedroom;Good;80 m²;CZK 8,250;;CZK 16,500;Havířov-město;Moravskoslezský Region;Jana Wericha;Personal;Brick building;E;;2;No;No;No;No;Yes;No;No;;;;;;;;CZK 6,000
693480;2 bedroom;Good;60 m²;CZK 6,400;;CZK 12,800;Havířov-město;Moravskoslezský Region;Jana Wericha;Personal;Brick building;E;;5;No;No;Yes;No;Yes;No;No;;;;;;;;CZK 6,000
693479;1 bedroom;Good;27 m²;CZK 3,750;;CZK 7,500;Havířov;Šumbark;Sýkorova;Personal;Brick building;E;;2;No;No;No;No;Yes;No;No;;;;;;;;CZK 3,000
693471;2 bedroom with open-plan kitchen;Good;57 m²;CZK 12,500;CZK 3,500;CZK 15,000;Prague;Uhříněves;V Bytovkách;Cooperative;Brick building;G;Furnished;1;No;No;Yes;No;No;No;No;;06. 12. 2021;;;;;
669224;3 bedroom;Excellent;68 m²;CZK 10,800;CZK 2,000;CZK 19,800;Ústí nad Labem;Krásné Březno;Žežická;Cooperative;Prefab concrete building;G;Partially furnished;4;Yes;No;Yes;No;Yes;Yes;No;;01. 09. 2021;Central heating;Middle floor;Overall;Premium materials and solutions;
589971;1 bedroom with open-plan kitchen;Excellent;45 m²;CZK 14,500;CZK 2,500;CZK 17,000;Brno;Husovice;Svitavské nábřeží;Personal;Brick building;G;Furnished;;No;No;No;No;Yes;No;No;;01. 08. 2021;Other;Ground floor;;;
691731;3 bedroom;Good;76 m²;CZK 16,000;CZK 4,016;CZK 16,000;Prague;Strašnice;Nedvězská;Personal;Brick building;G;Furnished;2;No;No;Yes;No;No;No;No;;01. 01. 2022;Central heating;;Interior;;
693088;Studio;Excellent;37 m²;CZK 10,000;CZK 2,300;CZK 20,000;Brno;Žabovřesky;Tábor;Personal;Brick building;D;Unfurnished;1;No;No;No;No;No;No;No;;01. 12. 2021;;;;;
624819;2 bedroom;Excellent;55 m²;CZK 14,500;CZK 3,000;;Prague;Veleslavín;Křenova;Personal;Prefab concrete building;C;Partially furnished;2;No;No;No;No;No;No;No;;03. 01. 2022;Central heating;Middle floor;Interior;Standard materials and solutions;
274102;Studio;Excellent;39 m²;CZK 9,000;CZK 2,980;CZK 9,000;Prague;Záběhlice;Na Slatince;Personal;Brick building;;Furnished;10;Yes;No;No;No;No;No;No;;01. 12. 2021;District heating;Middle floor;;Standard materials and solutions;10 to 30 years years
693469;1 bedroom;Excellent;41 m²;CZK 10,000;CZK 2,964;CZK 16,000;Prague;Čimice;Minická;Personal;Prefab concrete building;G;Unfurnished;2;No;No;Yes;No;No;Yes;No;;01. 02. 2022;;;;;
692811;2 bedroom;Excellent;65 m²;CZK 14,500;CZK 3,000;CZK 28,000;Brno;Černá Pole;Merhautova;Personal;Brick building;G;Partially furnished;2;Yes;Yes;No;No;No;No;No;;20. 11. 2021;;;;;
693468;2 bedroom;Good;55 m²;CZK 6,550;;CZK 13,100;Paskov;Moravskoslezský Region;Bělská;Personal;Prefab concrete building;E;;2;No;No;Yes;No;Yes;No;No;;;;;;;;CZK 5,000
